row	matrix	label_orig	label_norm	fix
3224	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(4,3,0)	psi(W_W_w*W_W+W_(w+1))	psi(W_W_w*W_W+W_(w+1))	
3225	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(4,3,1)(5,3,1)	psi(W_W_w*W_W+W_(w^2))	psi(W_W_w*W_W+W_(w^2))	
3226	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(4,3,1)(5,3,1)(6,1,0)	psi(W_W_w*W_W+W_W)	psi(W_W_w*W_W+W_W)	
3227	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,3,0)(6,4,1)(7,4,1)(8,2,0)(2,2,1)	psi(W_W_w*W_W+W_W_w)	psi(W_W_w*W_W+W_W_w)	
3228	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,3,0)(6,4,1)(7,4,1)(8,2,0)(7,3,0)	psi(W_W_w*W_W+W_W_w*W_(w+1))	psi(W_W_w*W_W+W_W_w*W_(w+1))	
3229	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,3,0)(6,4,1)(7,4,1)(8,2,0)(7,3,0)(4,3,1)(5,3,1)(6,1,0)	psi(W_W_w*W_W*2)	psi(W_W_w*W_W*2)	
3230	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,3,0)(7,3,0)(4,3,1)(5,3,1)(6,1,0)	psi(W_W_w*W_W^2)	psi(W_W_w*W_W^2)	
3231	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,3,0)(8,4,0)	psi(W_W_w*psi_W_(W+1)(W_(W+1)))	psi(W_W_w*psi_W_(W+1)(W_(W+1)))	
3232	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,4,0)	psi(W_W_w*W_(W+1))	psi(W_W_w*W_(W+1))	
3233	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,4,0)(6,4,1)	psi(W_W_w*W_(W+w))	psi(W_W_w*W_(W+w))	
3234	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,4,0)(6,4,1)(7,4,1)	psi(W_W_w*W_(W+w^2))	psi(W_W_w*W_(W+w^2))	
3235	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,0)(6,4,1)(7,4,1)(8,2,0)(7,4,0)(6,4,1)(7,4,1)(8,1,0)	psi(W_W_w*W_(W2))	psi(W_W_w*W_(W2))	
3236	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,1)	psi(W_W_w*W_(W*w))	psi(W_W_w*W_(W*w))	
3237	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,1)(6,1,0)	psi(W_W_w*W_(W^2))	psi(W_W_w*W_(W^2))	
3238	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(6,1,0)	psi(W_W_w*W_(W^W))	psi(W_W_w*W_(W^W))	
3239	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,1,0)(7,2,1)	psi(W_W_w*W_psi_1(W_w))	psi(W_W_w*W_psi_1(W_w))	
3240	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,2,0)	psi(W_W_w*W_W_2)	psi(W_W_w*W_W_2)	
3241	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,2,0)(2,2,0)(3,3,1)(4,3,1)(5,3,0)(3,3,1)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(5,3,1)(6,4,1)(7,3,0)	psi(W_W_w*W_W_3)	psi(W_W_w*W_W_3)	
3242	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_w^2)	psi(W_W_w^2)	
3243	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)(1,1,1)	psi(W_W_w^2+W_w)	psi(W_W_w^2+W_w)	
3244	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,0)	psi(W_W_w^2+W_(w+1))	psi(W_W_w^2+W_(w+1))	
3245	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)	psi(W_W_w^2+W_(w2))	psi(W_W_w^2+W_(w2))	
3246	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)	psi(W_W_w^2+W_(w^2))	psi(W_W_w^2+W_(w^2))	
3247	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_w^2+W_W)	psi(W_W_w^2+W_W)	
3248	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_w^2+W_W_w)	psi(W_W_w^2+W_W_w)	
3249	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_w^2+W_W_w*2)	psi(W_W_w^2+W_W_w*2)	
3250	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(4,1,0)	psi(W_W_w^2+W_W_w*W)	psi(W_W_w^2+W_W_w*W)	
3251	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(4,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(4,3,1)(5,3,1)(6,2,0)(5,2,0)	psi(W_W_w^2+W_W_w*W_2)	psi(W_W_w^2+W_W_w*W_2)	
3252	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(4,1,0)(1,1,1)	psi(W_W_w^2+W_W_w*W_w)	psi(W_W_w^2+W_W_w*W_w)	
3253	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)	psi(W_W_w^2+W_W_w*W_(w+1))	psi(W_W_w^2+W_W_w*W_(w+1))	
3254	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_w^2+W_W_w*W_W)	psi(W_W_w^2+W_W_w*W_W)	
3255	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_w^2*2)	psi(W_W_w^2*2)	
3256	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(4,1,0)	psi(W_W_w^2*2+W_W_w*W)	psi(W_W_w^2*2+W_W_w*W)	
3257	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_w^2*3)	psi(W_W_w^2*3)	
3258	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(4,2,0)	psi(W_W_w^2*W_2)	psi(W_W_w^2*W_2)	
3259	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(4,2,0)(3,2,1)	psi(W_W_w^2*W_w)	psi(W_W_w^2*W_w)	
3260	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_w^2*W_W)	psi(W_W_w^2*W_W)	
3261	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(5,3,0)(4,3,1)(5,3,1)(6,2,0)	psi(W_W_w^2*W_W_2)	psi(W_W_w^2*W_W_2)	
3262	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_w^3)	psi(W_W_w^3)	
3263	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(4,2,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_w^4)	psi(W_W_w^4)	
3264	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,1,0)	psi(W_W_w^W)	psi(W_W_w^W)	
3265	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(6,2,0)(5,3,0)(6,2,0)	psi(W_W_w^W_2)	psi(W_W_w^W_2)	
3266	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,1,0)(1,1,1)	psi(W_W_w^W_w)	psi(W_W_w^W_w)	
3267	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,2,0)	psi(W_W_w^W_(w+1))	psi(W_W_w^W_(w+1))	
3268	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_w^W_W)	psi(W_W_w^W_W)	
3269	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_w^W_W_w)	psi(W_W_w^W_W_w)	
3270	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,2,0)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_w^W_W_w^2)	psi(W_W_w^W_W_w^2)	
3271	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,2,0)(6,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_w^W_W_w^W_W_w)	psi(W_W_w^W_W_w^W_W_w)	
3272	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)	psi(W_(W_w+1))	psi(W_(W_w+1))	
3274	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(1,1,1)	psi(W_(W_w+1)+W_w)	psi(W_(W_w+1)+W_w)	
3275	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(3,2,0)	psi(W_(W_w+1)+W_(w+1))	psi(W_(W_w+1)+W_(w+1))	
3276	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(3,2,1)	psi(W_(W_w+1)+W_(w2))	psi(W_(W_w+1)+W_(w2))	
3277	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_(W_w+1)+W_W)	psi(W_(W_w+1)+W_W)	
3278	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_(W_w+1)+W_W_w)	psi(W_(W_w+1)+W_W_w)	
3279	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_(W_w+1)+W_W_w*2)	psi(W_(W_w+1)+W_W_w*2)	
3280	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_(W_w+1)+W_W_w^2)	psi(W_(W_w+1)+W_W_w^2)	
3281	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)	psi(W_(W_w+1)+psi_W_(W_w+1)(W_(W_w+1)))	psi(W_(W_w+1)+psi_W_(W_w+1)(W_(W_w+1)))	
3282	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(4,1,0)	psi(W_(W_w+1)+psi_W_(W_w+1)(W_(W_w+1))*W)	psi(W_(W_w+1)+psi_W_(W_w+1)(W_(W_w+1))*W)	
3283	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(4,2,0)	psi(W_(W_w+1)+psi_W_(W_w+1)(W_(W_w+1))*W_(w+1))	psi(W_(W_w+1)+psi_W_(W_w+1)(W_(W_w+1))*W_(w+1))	
3284	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(4,2,0)(5,3,0)	psi(W_(W_w+1)+psi_W_(W_w+1)(W_(W_w+1))^2)	psi(W_(W_w+1)+psi_W_(W_w+1)(W_(W_w+1))^2)	
3285	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(5,3,0)	psi(W_(W_w+1)*2)	psi(W_(W_w+1)*2)	
3286	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,1,0)(1,1,1)	psi(W_(W_w+1)*W_w)	psi(W_(W_w+1)*W_w)	
3287	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,2,0)	psi(W_(W_w+1)*W_(w+1))	psi(W_(W_w+1)*W_(w+1))	
3288	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,2,0)(3,2,0)	psi(W_(W_w+1)*W_(w+1)+W_(w+1))	psi(W_(W_w+1)*W_(w+1)+W_(w+1))	
3289	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,2,0)(3,2,1)	psi(W_(W_w+1)*W_(w2))	psi(W_(W_w+1)*W_(w2))	
3290	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,2,0)(3,2,1)(4,2,1)	psi(W_(W_w+1)*W_(w^2))	psi(W_(W_w+1)*W_(w^2))	
3291	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_(W_w+1)*W_W)	psi(W_(W_w+1)*W_W)	
3292	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,0)(4,3,1)(5,3,1)(6,2,0)(5,3,0)(6,4,0)(7,3,0)(4,3,1)(5,4,1)(6,2,0)	psi(W_(W_w+1)*W_W_2)	psi(W_(W_w+1)*W_W_2)	
3293	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_(W_w+1)*W_W_w)	psi(W_(W_w+1)*W_W_w)	
3294	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,2,0)(5,3,0)	psi(W_(W_w+1)*W_W_w+W_(W_w+1))	psi(W_(W_w+1)*W_W_w+W_(W_w+1))	
3295	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,2,0)(5,3,0)(6,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_(W_w+1)*W_W_w*2)	psi(W_(W_w+1)*W_W_w*2)	
3296	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,2,0)(6,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_(W_w+1)*W_W_w^2)	psi(W_(W_w+1)*W_W_w^2)	
3297	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,2,0)(7,3,0)	psi(W_(W_w+1)*psi_W_(W_w+1)(W_(W_w+1)))	psi(W_(W_w+1)*psi_W_(W_w+1)(W_(W_w+1)))	
3298	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,3,0)	psi(W_(W_w+1)^2)	psi(W_(W_w+1)^2)	
3299	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,3,0)(5,3,0)	psi(W_(W_w+1)^2+W_(W_w+1))	psi(W_(W_w+1)^2+W_(W_w+1))	
3300	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,3,0)(5,3,0)(6,3,0)	psi(W_(W_w+1)^2*2)	psi(W_(W_w+1)^2*2)	
3301	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,3,0)(6,3,0)	psi(W_(W_w+1)^3)	psi(W_(W_w+1)^3)	
3302	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)(6,3,0)(7,2,0)	psi(W_(W_w+1)^W_(w+1))	psi(W_(W_w+1)^W_(w+1))	
