row	matrix	label_orig	label_norm	fix
1710	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,0)(4,3,0)(5,3,0)(6,3,0)	psi(W_(w^2+2)^W_(w^2+2))	psi(W_(w^2+2)^W_(w^2+2))	
1711	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,0)(4,3,0)(5,4,0)	psi(W_(w^2+3))	psi(W_(w^2+3))	
1712	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,0)(4,3,0)(5,4,0)(6,4,0)	psi(W_(w^2+3)^2)	psi(W_(w^2+3)^2)	
1713	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,0)(4,3,0)(5,4,0)(6,5,0)	psi(W_(w^2+4))	psi(W_(w^2+4))	
1714	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,0)(4,3,0)(5,4,0)(6,5,0)(7,6,0)	psi(W_(w^2+5))	psi(W_(w^2+5))	
1715	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)	psi(W_(w^2+w))	psi(W_(w^2+w))	
1716	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,0)	psi(W_(w^2+w)+W)	psi(W_(w^2+w)+W)	
1717	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,0)(2,2,1)(3,2,1)(3,2,0)(4,3,1)(2,2,0)	psi(W_(w^2+w)+W_2)	psi(W_(w^2+w)+W_2)	
1718	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)	psi(W_(w^2+w)+W_w)	psi(W_(w^2+w)+W_w)	
1719	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,0)(3,2,1)(4,2,1)	psi(W_(w^2+w)+psi_W_(w+1)(W_(w^2)))	psi(W_(w^2+w)+psi_W_(w+1)(W_(w^2)))	
1720	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)	psi(W_(w^2+w)+psi_W_(w+1)(W_(w^2+w)))	psi(W_(w^2+w)+psi_W_(w+1)(W_(w^2+w)))	
1721	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(3,2,0)	psi(W_(w^2+w)+W_(w+1))	psi(W_(w^2+w)+W_(w+1))	
1722	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(3,2,1)	psi(W_(w^2+w)+W_(w2))	psi(W_(w^2+w)+W_(w2))	
1723	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(4,2,0)(5,3,1)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(6,3,0)(7,4,1)(5,3,1)	psi(W_(w^2+w)+W_(w3))	psi(W_(w^2+w)+W_(w3))	
1724	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,1)	psi(W_(w^2+w)+W_(w^2))	psi(W_(w^2+w)+W_(w^2))	
1725	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,1)(1,1,1)(2,1,1)	psi(W_(w^2+w)+W_(w^2)*2)	psi(W_(w^2+w)+W_(w^2)*2)	
1726	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,1)(2,1,0)	psi(W_(w^2+w)+W_(w^2)*W)	psi(W_(w^2+w)+W_(w^2)*W)	
1727	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,1)(2,1,0)(1,1,1)(2,1,1)	psi(W_(w^2+w)+W_(w^2)^2)	psi(W_(w^2+w)+W_(w^2)^2)	
1728	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,1)(2,1,0)(3,2,0)	psi(W_(w^2+w)+psi_W_(w^2+1)(W_(w^2+1)))	psi(W_(w^2+w)+psi_W_(w^2+1)(W_(w^2+1)))	
1729	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,1)(2,1,0)(3,2,0)(4,3,0)	psi(W_(w^2+w)+psi_W_(w^2+1)(W_(w^2+2)))	psi(W_(w^2+w)+psi_W_(w^2+1)(W_(w^2+2)))	
1730	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(1,1,1)(2,1,1)(2,1,0)(3,2,1)	psi(W_(w^2+w)+psi_W_(w^2+1)(W_(w^2+w)))	psi(W_(w^2+w)+psi_W_(w^2+1)(W_(w^2+w)))	
1731	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(2,1,0)	psi(W_(w^2+w)+psi_W_(w^2+1)(W_(w^2+w))*W)	psi(W_(w^2+w)+psi_W_(w^2+1)(W_(w^2+w))*W)	
1732	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,1,0)	psi(W_(w^2+w)+psi_W_(w^2+1)(W_(w^2+w))^W)	psi(W_(w^2+w)+psi_W_(w^2+1)(W_(w^2+w))^W)	
1733	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,0)	psi(W_(w^2+w)+W_(w^2+1))	psi(W_(w^2+w)+W_(w^2+1))	
1734	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,0)(3,2,0)	psi(W_(w^2+w)+W_(w^2+1)*2)	psi(W_(w^2+w)+W_(w^2+1)*2)	
1735	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,0)(4,2,0)	psi(W_(w^2+w)+W_(w^2+1)^2)	psi(W_(w^2+w)+W_(w^2+1)^2)	
1736	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,0)(4,3,0)	psi(W_(w^2+w)+psi_W_(w^2+2)(W_(w^2+2)))	psi(W_(w^2+w)+psi_W_(w^2+2)(W_(w^2+2)))	
1737	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,0)(4,3,1)	psi(W_(w^2+w)+psi_W_(w^2+2)(W_(w^2+w)))	psi(W_(w^2+w)+psi_W_(w^2+2)(W_(w^2+w)))	
1738	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,0)(4,3,1)(4,2,0)	psi(W_(w^2+w)+psi_W_(w^2+2)(W_(w^2+w))*W_(w^2+1))	psi(W_(w^2+w)+psi_W_(w^2+2)(W_(w^2+w))*W_(w^2+1))	
1739	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,0)(4,3,1)(4,3,0)	psi(W_(w^2+w)+W_(w^2+2))	psi(W_(w^2+w)+W_(w^2+2))	
1740	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,0)(4,3,1)(4,3,0)(5,4,1)	psi(W_(w^2+w)+psi_W_(w^2+3)(W_(w^2+w)))	psi(W_(w^2+w)+psi_W_(w^2+3)(W_(w^2+w)))	
1741	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,0)(4,3,1)(4,3,0)(5,4,1)(5,4,0)	psi(W_(w^2+w)+W_(w^2+3))	psi(W_(w^2+w)+W_(w^2+3))	
1742	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,1)	psi(W_(w^2+w)*2)	psi(W_(w^2+w)*2)	
1743	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,1)(1,1,1)(2,1,1)	psi(W_(w^2+w)*2+W_(w^2))	psi(W_(w^2+w)*2+W_(w^2))	
1744	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,1)(3,2,0)	psi(W_(w^2+w)*2+W_(w^2+1))	psi(W_(w^2+w)*2+W_(w^2+1))	
1745	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(3,2,1)(3,2,1)	psi(W_(w^2+w)*3)	psi(W_(w^2+w)*3)	
1746	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,0,0)	psi(W_(w^2+w)*w)	psi(W_(w^2+w)*w)	
1747	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,1,0)	psi(W_(w^2+w)*W)	psi(W_(w^2+w)*W)	
1748	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,1,0)(1,1,0)(2,2,1)(3,2,1)(3,2,0)(4,3,1)(5,2,0)	psi(W_(w^2+w)*W_2)	psi(W_(w^2+w)*W_2)	
1749	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,1,0)(1,1,1)	psi(W_(w^2+w)*W_w)	psi(W_(w^2+w)*W_w)	
1750	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,1,0)(1,1,1)(2,1,0)(3,2,1)(4,3,1)(4,3,0)(5,4,1)(6,2,0)	psi(W_(w^2+w)*W_(w+1))	psi(W_(w^2+w)*W_(w+1))	
1751	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,1,0)(1,1,1)(2,1,0)(3,2,1)(4,3,1)(4,3,0)(5,4,1)(6,2,0)(3,2,1)	psi(W_(w^2+w)*W_(w2))	psi(W_(w^2+w)*W_(w2))	
1752	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,1,0)(1,1,1)(2,1,0)(3,2,1)(4,3,1)(4,3,0)(5,4,1)(6,2,0)(3,2,1)(4,2,0)(5,3,1)(6,3,1)(6,3,0)(7,4,1)(8,3,0)(5,3,1)	psi(W_(w^2+w)*W_(w3))	psi(W_(w^2+w)*W_(w3))	
1753	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,1,0)(1,1,1)(2,1,1)	psi(W_(w^2+w)*W_(w^2))	psi(W_(w^2+w)*W_(w^2))	
1754	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,1,0)(4,1,0)(1,1,1)(2,1,1)	psi(W_(w^2+w)*W_(w^2)^2)	psi(W_(w^2+w)*W_(w^2)^2)	
1755	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,1,0)(5,2,0)	psi(W_(w^2+w)*psi_W_(w^2+1)(W_(w^2+1)))	psi(W_(w^2+w)*psi_W_(w^2+1)(W_(w^2+1)))	
1756	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,1,0)(5,2,0)(6,3,0)	psi(W_(w^2+w)*psi_W_(w^2+1)(W_(w^2+2)))	psi(W_(w^2+w)*psi_W_(w^2+1)(W_(w^2+2)))	
1757	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,1,0)(5,2,1)	psi(W_(w^2+w)*psi_W_(w^2+1)(W_(w^2+w)))	psi(W_(w^2+w)*psi_W_(w^2+1)(W_(w^2+w)))	
1758	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)	psi(W_(w^2+w)*W_(w^2+1))	psi(W_(w^2+w)*W_(w^2+1))	
1759	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,0)	psi(W_(w^2+w)*W_(w^2+1)+W_(w^2+1))	psi(W_(w^2+w)*W_(w^2+1)+W_(w^2+1))	
1760	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,0)(4,3,1)(5,2,0)	psi(W_(w^2+w)*W_(w^2+1)+psi_W_(w^2+2)(W_(w^2+w)*W_(w^2+1)))	psi(W_(w^2+w)*W_(w^2+1)+psi_W_(w^2+2)(W_(w^2+w)*W_(w^2+1)))	
1761	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,0)(4,3,1)(5,2,0)(4,3,1)	psi(W_(w^2+w)*W_(w^2+1)+W_(w^2+w))	psi(W_(w^2+w)*W_(w^2+1)+W_(w^2+w))	
1762	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,0)(4,3,1)(5,2,0)(5,2,0)	psi(W_(w^2+w)*W_(w^2+1)^2)	psi(W_(w^2+w)*W_(w^2+1)^2)	
1763	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,0)(4,3,1)(5,3,0)	psi(W_(w^2+w)*W_(w^2+2))	psi(W_(w^2+w)*W_(w^2+2))	
1764	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,0)(4,3,1)(5,3,0)(4,3,0)(5,4,1)(6,4,0)	psi(W_(w^2+w)*W_(w^2+3))	psi(W_(w^2+w)*W_(w^2+3))	
1765	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,1)	psi(W_(w^2+w)^2)	psi(W_(w^2+w)^2)	
1766	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,1)(1,1,1)(2,1,1)	psi(W_(w^2+w)^2+W_(w^2))	psi(W_(w^2+w)^2+W_(w^2))	
1767	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,1)(3,2,0)	psi(W_(w^2+w)^2+W_(w^2+1))	psi(W_(w^2+w)^2+W_(w^2+1))	
1768	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,1)(3,2,1)	psi(W_(w^2+w)^2+W_(w^2+w)	psi(W_(w^2+w)^2+W_(w^2+w))	paren+1
1769	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,1)(4,1,0)	psi(W_(w^2+w)^2+W_(w^2+w)*W)	psi(W_(w^2+w)^2+W_(w^2+w)*W)	
1770	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,1)(4,1,0)(1,1,1)(2,1,1)	psi(W_(w^2+w)^2+W_(w^2+w)*W_(w^2+1))	psi(W_(w^2+w)^2+W_(w^2+w)*W_(w^2+1))	
1771	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(3,2,1)(4,2,0)(3,2,1)	psi(W_(w^2+w)^2*2)	psi(W_(w^2+w)^2*2)	
1772	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(4,1,0)	psi(W_(w^2+w)^2*W)	psi(W_(w^2+w)^2*W)	
1773	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(4,1,0)(1,1,1)(2,1,1)	psi(W_(w^2+w)^2*W_(w^2))	psi(W_(w^2+w)^2*W_(w^2))	
1774	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(4,2,0)	psi(W_(w^2+w)^2*W_(w^2+1))	psi(W_(w^2+w)^2*W_(w^2+1))	
1775	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(4,2,0)(3,2,1)	psi(W_(w^2+w)^3)	psi(W_(w^2+w)^3)	
1776	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(4,2,0)(4,2,0)(3,2,1)	psi(W_(w^2+w)^4)	psi(W_(w^2+w)^4)	
1777	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,0,0)	psi(W_(w^2+w)^w)	psi(W_(w^2+w)^w)	
1778	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,1,0)	psi(W_(w^2+w)^W)	psi(W_(w^2+w)^W)	
1779	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,1,0)(1,1,1)(2,1,1)	psi(W_(w^2+w)^W_(w^2))	psi(W_(w^2+w)^W_(w^2))	
1780	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,2,0)	psi(W_(w^2+w)^W_(w^2+1))	psi(W_(w^2+w)^W_(w^2+1))	
1781	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,2,0)(3,2,1)	psi(W_(w^2+w)^W_(w^2+w))	psi(W_(w^2+w)^W_(w^2+w))	
1782	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,2,0)(5,2,0)(3,2,1)	psi(W_(w^2+w)^W_(w^2+w)^2)	psi(W_(w^2+w)^W_(w^2+w)^2)	
1783	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,2,0)(6,2,0)(3,2,1)	psi(W_(w^2+w)^W_(w^2+w)^W_(w^2+w))	psi(W_(w^2+w)^W_(w^2+w)^W_(w^2+w))	
1784	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)	psi(W_(w^2+w+1))	psi(W_(w^2+w+1))	
1785	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(1,1,1)(2,1,1)	psi(W_(w^2+w+1)+W_(w^2))	psi(W_(w^2+w+1)+W_(w^2))	
1786	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(3,2,0)	psi(W_(w^2+w+1)+W_(w^2+1))	psi(W_(w^2+w+1)+W_(w^2+1))	
1787	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(3,2,1	psi(W_(w^2+w+1)+W_(w^2+w))	psi(W_(w^2+w+1)+W_(w^2+w))	
1788	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(3,2,1(4,2,0)(5,3,0)	psi(W_(w^2+w+1)+psi_W_(w^2+w+1)(W_(w^2+w+1)))	psi(W_(w^2+w+1)+psi_W_(w^2+w+1)(W_(w^2+w+1)))	
1789	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(4,2,0)(5,3,0)	psi(W_(w^2+w+1)+psi_W_(w^2+w+1)(W_(w^2+w+1))^2)	psi(W_(w^2+w+1)+psi_W_(w^2+w+1)(W_(w^2+w+1))^2)	
1790	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(5,3,0)	psi(W_(w^2+w+1)*2)	psi(W_(w^2+w+1)*2)	
1791	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,1,0)	psi(W_(w^2+w+1)*W)	psi(W_(w^2+w+1)*W)	
1792	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,1,0)(1,1,1)	psi(W_(w^2+w+1)*W_w)	psi(W_(w^2+w+1)*W_w)	
1793	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,1,0)(1,1,1)(2,1,1)	psi(W_(w^2+w+1)*W_(w^2))	psi(W_(w^2+w+1)*W_(w^2))	
1794	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,2,0)	psi(W_(w^2+w+1)*W_(w^2+1))	psi(W_(w^2+w+1)*W_(w^2+1))	
1795	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,2,0)(3,2,1)	psi(W_(w^2+w+1)*W_(w^2+w))	psi(W_(w^2+w+1)*W_(w^2+w))	
1796	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,2,0)(7,3,0)	psi(W_(w^2+w+1)*psi_W_(w^2+1)(W_(w^2+w+1)))	psi(W_(w^2+w+1)*psi_W_(w^2+1)(W_(w^2+w+1)))	
1797	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,3,0)	psi(W_(w^2+w+1)^2)	psi(W_(w^2+w+1)^2)	
1798	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,3,0)(6,3,0)	psi(W_(w^2+w+1)^3)	psi(W_(w^2+w+1)^3)	
1799	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,3,0)(7,1,0)	psi(W_(w^2+w+1)^W)	psi(W_(w^2+w+1)^W)	
1800	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,3,0)(7,3,0)	psi(W_(w^2+w+1)^W_(w^2+w+1))	psi(W_(w^2+w+1)^W_(w^2+w+1))	
1801	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,4,0)	psi(W_(w^2+w+2))	psi(W_(w^2+w+2))	
1802	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,4,0)(6,4,0)	psi(W_(w^2+w+2)*2)	psi(W_(w^2+w+2)*2)	
1803	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,4,0)(7,4,0)	psi(W_(w^2+w+2)^2)	psi(W_(w^2+w+2)^2)	
1804	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,0)(6,4,0)(7,5,0)	psi(W_(w^2+w+3))	psi(W_(w^2+w+3))	
1805	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)	psi(W_(w^2+w2))	psi(W_(w^2+w2))	
1806	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(1,1,1)(2,1,1)	psi(W_(w^2+w2)+W_(w^2))	psi(W_(w^2+w2)+W_(w^2))	
1807	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(3,2,0)	psi(W_(w^2+w2)+W_(w^2+1))	psi(W_(w^2+w2)+W_(w^2+1))	
1808	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(3,2,1)	psi(W_(w^2+w2)+W_(w^2+w))	psi(W_(w^2+w2)+W_(w^2+w))	
1809	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(5,3,0)	psi(W_(w^2+w2)+W_(w^2+w+1))	psi(W_(w^2+w2)+W_(w^2+w+1))	
1810	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(5,3,1)	psi(W_(w^2+w2)*2)	psi(W_(w^2+w2)*2)	
1811	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,1,0)	psi(W_(w^2+w2)*W)	psi(W_(w^2+w2)*W)	
1812	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,1,0)(1,1,1)(2,1,1)	psi(W_(w^2+w2)*W_(w^2))	psi(W_(w^2+w2)*W_(w^2))	
1813	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,2,0)	psi(W_(w^2+w2)*W_(w^2+1))	psi(W_(w^2+w2)*W_(w^2+1))	
1814	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,2,0)(3,2,1)	psi(W_(w^2+w2)*W_(w^2+w))	psi(W_(w^2+w2)*W_(w^2+w))	
1815	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)	psi(W_(w^2+w2)*W_(w^2+w+1))	psi(W_(w^2+w2)*W_(w^2+w+1))	
1816	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,4,1)(7,4,0)	psi(W_(w^2+w2)*W_(w^2+w+2))	psi(W_(w^2+w2)*W_(w^2+w+2))	
1817	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(5,3,1)	psi(W_(w^2+w2)^2)	psi(W_(w^2+w2)^2)	
1818	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(6,3,0)(5,3,1)	psi(W_(w^2+w2)^3)	psi(W_(w^2+w2)^3)	
1819	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,1,0)	psi(W_(w^2+w2)^W)	psi(W_(w^2+w2)^W)	
1820	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,3,0)	psi(W_(w^2+w2)^W_(w^2+w+1))	psi(W_(w^2+w2)^W_(w^2+w+1))	
1821	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,3,0)(5,3,1)	psi(W_(w^2+w2)^W_(w^2+w2))	psi(W_(w^2+w2)^W_(w^2+w2))	
1822	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,3,0)(8,3,0)(5,3,1)	psi(W_(w^2+w2)^W_(w^2+w2)^W_(w^2+w2))	psi(W_(w^2+w2)^W_(w^2+w2)^W_(w^2+w2))	
1823	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,4,0)	psi(W_(w^2+w2+1))	psi(W_(w^2+w2+1))	
1824	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,4,0)(1,1,1)(2,1,1)	psi(W_(w^2+w2+1)+W_(w^2))	psi(W_(w^2+w2+1)+W_(w^2))	
1825	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,4,0)(3,2,1)	psi(W_(w^2+w2+1)+W_(w^2+w))	psi(W_(w^2+w2+1)+W_(w^2+w))	
1826	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,4,0)(5,3,1)	psi(W_(w^2+w2+1)+W_(w^2+w2))	psi(W_(w^2+w2+1)+W_(w^2+w2))	
1827	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,4,0)(7,4,0)	psi(W_(w^2+w2+1)*2)	psi(W_(w^2+w2+1)*2)	
1828	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,4,0)(8,3,0)	psi(W_(w^2+w2+1)*W_(w^2+w+1))	psi(W_(w^2+w2+1)*W_(w^2+w+1))	
1829	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,4,0)(8,3,0)(5,3,1)	psi(W_(w^2+w2+1)*W_(w^2+w2))	psi(W_(w^2+w2+1)*W_(w^2+w2))	
1830	(0,0,0)(1,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,0)(5,3,1)(6,3,0)(7,4,0)(8,4,0)	psi(W_(w^2+w2+1)^2)	psi(W_(w^2+w2+1)^2)	
